bid;footprint_area;PV_cap_MW;number_of_cars;car_demand_daily_per_car_MW;car_demand_daily_total_MW;charging_station_power_MW;charging_station_power_total_MW;;use;free_walls;lat;lon;dist_to_heat_source;year_class;size_class;floors;storey_area;area_corr_factor;heated_area;window_area;dwellings;dwelling_size;occupants;ref_level_roof;ref_level_wall;ref_level_floor;ref_level_window;U;V;C;Tau;Tset;act_start;act_end;hw_demand_day;hw_tank_cap;;;;;;;;;;;
160;138.63;0.013863;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.204.999.999.999.900;Nov 56;0;6;1;2;27.725.999.999.999.900;0.83999999999999997;23.290.000.000.000.000;32.380.000.000.000.000;2;116.45;3;1;1;1;1;27.539.999.999.999.900;59.390.000.000.000.000;46.788.187.509.999.900;139752;21;0;23;0.12;0.17999999999999999;22.543.707.710.000.000;59.542.024.100.000.000;311200;96.795.649.999.999.900;25.565.490.000.000.000;1336.2;28.181.744.300.000.000;45.020.000.000.000.000;25.361.882.140.000.000;108896.02;5082914
161;18.884.999.999.999.900;0.018884999999999999;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.204.999.999.999.900;Nov 56;0;6;1;2;37.770.999.999.999.900;0.83999999999999997;31.726.999.999.999.900;44.109.999.999.999.900;2;15.863.999.999.999.900;7;1;2;1;1;305.81;80.900.000.000.000.000;63.738.311.780.000.000;164818.56;20;0;23;0.17000000000000001;0.26000000000000001;24.889.868.989.999.900;70.231.535.499.999.900;665876;78.450.119.999.999.900;22.136.200.000.000.000;2098.77;37.019.760.299.999.900;58.93;28591845.02;90.118.339.999.999.900;7645583
162;71.290.000.000.000.000;0.0071289999999999999;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.213.000.000.000.000;11.547.000.000.000.000;0;6;1;2;14.258.000.000.000.000;0.83999999999999997;119.77;16.649.999.999.999.900;1;119.77;1;1;1;1;1;141.63;30.539.999.999.999.900;24.060.583.309.999.900;139752;18;0;23;0.02;0.029999999999999999;10.255.166.630.000.000;21.080.244.399.999.900;105728;85.623.830.000.000.000;17.600.599.999.999.900;88.275.999.999.999.900;1004723.99;16;11.259.890.619.999.900;94.012.610.000.000.000;1436535
163;14.186.000.000.000.000;0.014186000000000001;3;0.0051500000000000001;0.01545;0.010999999999999999;0.033000000000000002;;3;4;48.204.999.999.999.900;Nov 56;0;6;1;2;28.373.000.000.000.000;0.83999999999999997;23.833.000.000.000.000;33.140.000.000.000.000;2;119.16;5;1;1;2;1;28.181.999.999.999.900;60.770.000.000.000.000;47.878.878.079.999.900;139752;22;0;23;0.16;0.23000000000000001;23.815.283.550.000.000;64.219.471.200.000.000;514542;99.925.660.000.000.000;26.945.610.000.000.000;21.589.499.999.999.900;35.856.016.800.000.000;57.140.000.000.000.000;27400885.23;114970.36;6830430
164;97.510.000.000.000.000;0.0097509999999999993;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.213.999.999.999.900;11.545;0;6;1;2;19.500.999.999.999.900;0.83999999999999997;163.81;22.780.000.000.000.000;2;81.900.000.000.000.000;4;1;1;1;2;15.953.999.999.999.900;41.770.000.000.000.000;32908060.91;16.346.914.999.999.900;18;0;23;0.01;0.02;11930280.73;25.495.648.799.999.900;370452;72.829.990.000.000.000;15564.16;22.614.699.999.999.900;693723.25;11.039.999.999.999.900;12624003.98;77.064.919.999.999.900;4887210
165;17.736.000.000.000.000;0.017735999999999998;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.213.000.000.000.000;11.547.000.000.000.000;0;6;1;2;35.473.000.000.000.000;0.83999999999999997;29.797.000.000.000.000;41.43;2;14.899.000.000.000.000;2;1;1;2;1;35.235.000.000.000.000;75.980.000.000.000.000;59.860.787.729.999.900;139752;19;0;23;0.02;0.040000000000000001;28032206.98;53.899.452.199.999.900;201342;94.077.279.999.999.900;18.088.889.999.999.900;67.571.000.000.000.000;93.770.217.000.000.000;14. Sep;28.969.909.149.999.900;97224.25;4348311
166;157.62;0.015762000000000002;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.201.000.000.000.000;11.547.000.000.000.000;0;6;1;2;315.25;0.83999999999999997;264.81;36.82;2;13.240.000.000.000.000;7;2;1;1;1;29.719.999.999.999.900;67.530.000.000.000.000;53.198.014.619.999.900;14.585.660.999.999.900;20;0;23;0.070000000000000007;0.11;23.509.500.469.999.900;6259338.25;684156;88778.75;23637.09;25.835.700.000.000.000;19.223.361.000.000.000;30.59;25431836.57;96.038.050.000.000.000;7251258
167;296.19;0.029618999999999999;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.201.999.999.999.900;11.563.000.000.000.000;0;6;2;3;88.855.999.999.999.900;0.83999999999999997;74.638.999.999.999.900;99.599.999.999.999.900;8;93.299.999.999.999.900;8;1;1;2;2;62.720.000.000.000.000;126.89;12.124.372.540.000.000;16.078.185.999.999.900;18;0;23;0.76000000000000001;11.399.999.999.999.900;44245122.93;10786935.9;730650;59.278.830.000.000.000;14.452.139.999.999.900;97.890.999.999.999.900;14370914.25;22.886.000.000.000.000;58616037.18;78.532.720.000.000.000;15453112
168;19.877.000.000.000.000;0.019876999999999999;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.203.000.000.000.000;11.563.000.000.000.000;0;6;2;3;59.632.000.000.000.000;0.83999999999999997;50.091.000.000.000.000;66.840.000.000.000.000;5;10.018.000.000.000.000;8;1;1;1;1;56.711.000.000.000.000;85.150.000.000.000.000;81.367.582.950.000.000;12.474.632.000.000.000;20;0;23;0.28000000000000003;0.42999999999999999;41964182.43;11285391.43;823162;83.775.889.999.999.900;22.529.779.999.999.900;16.433.299.999.999.900;56.901.980.199.999.900;90.540.000.000.000.000;47.654.380.450.000.000;95.135.610.000.000.000;11935634
169;96.819.999.999.999.900;0.0096819999999999996;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.195;11.548.999.999.999.900;0;6;2;3;29.045.999.999.999.900;0.83999999999999997;24.397.999.999.999.900;32.560.000.000.000.000;2;12.198.999.999.999.900;4;1;2;1;1;18.983.000.000.000.000;41.479.999.999.999.900;39.632.485.189.999.900;171343.81;20;0;23;0.089999999999999997;0.14000000000000001;14313468.75;51.496.826.299.999.900;387736;58666.57;21.106.990.000.000.000;1589.21;22.291.683.500.000.000;35.560.000.000.000.000;16542637.1;67803.25;5463187
170;12.996.000.000.000.000;0.012996000000000001;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.204.000.000.000.000;11.563.000.000.000.000;0;6;2;3;389.88;0.83999999999999997;327.5;43.700.000.000.000.000;3;109.17;7;2;1;1;1;34.239.999.999.999.900;55.68;53.199.371.009.999.900;13.364.092.999.999.900;18;0;23;0.28000000000000003;0.41999999999999998;23045685.43;51.872.867.999.999.900;678198;70.368.509.999.999.900;15.839.040.000.000.000;20.708.299.999.999.900;57.389.947.300.000.000;91.609.999.999.999.900;28784680.16;87.892.149.999.999.900;7814604
171;20.809.999.999.999.900;0.020809999999999999;7;0.0051500000000000001;0.036049999999999999;0.010999999999999999;0.076999999999999999;;3;4;48.216.999.999.999.900;11.532;0;6;2;3;62.429.999.999.999.900;0.83999999999999997;52.440.999.999.999.900;69.980.000.000.000.000;5;104.88;13;1;1;2;2;44.067.000.000.000.000;89.150.000.000.000.000;85.185.239.120.000.000;16.078.185.999.999.900;22;0;23;0.28999999999999998;0.44;35304158.25;12859479.77;1301416;67.321.669.999.999.900;24.521.810.000.000.000;24.816.799.999.999.900;58.945.507.599.999.900;94.219.999.999.999.900;41.198.709.009.999.900;78.562.020.000.000.000;13821639
172;206.28;0.020628000000000001;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.201.999.999.999.900;11.563.000.000.000.000;0;6;2;3;61.883.000.000.000.000;0.83999999999999997;51.982.000.000.000.000;69.359.999.999.999.900;5;10.395.999.999.999.900;8;2;1;1;1;54.347.000.000.000.000;88.370.000.000.000.000;84.438.896.409.999.900;13.364.092.999.999.900;19;0;23;0.46000000000000002;0.68999999999999995;40.080.968.289.999.900;89.865.387.799.999.900;791644;77.105.479.999.999.900;17.287.790.000.000.000;15.229.200.000.000.000;89.169.627.699.999.900;14.159.999.999.999.900;48.997.931.060.000.000;94.259.419.999.999.900;12331901
173;21.556.999.999.999.900;0.021557;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.216.999.999.999.900;11.532;0;6;2;3;64.670.000.000.000.000;0.83999999999999997;54.322.000.000.000.000;72.489.999.999.999.900;6;90.540.000.000.000.000;8;1;1;1;1;61.501.999.999.999.900;92.349.999.999.999.900;88.241.273.909.999.900;12.474.632.000.000.000;20;0;23;0.23000000000000001;0.34999999999999998;45.368.493.310.000.000;12341440.65;827944;83.517.720.000.000.000;22.719.049.999.999.900;15.241.400.000.000.000;48.362.966.699.999.900;76.810.000.000.000.000;50.204.789.979.999.900;92.420.729.999.999.900;12052282
174;29.332.999.999.999.900;0.029333000000000001;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.216.999.999.999.900;11.531.000.000.000.000;0;6;2;3;87.999.000.000.000.000;0.83999999999999997;73.919.000.000.000.000;98.640.000.000.000.000;7;10.559.999.999.999.900;7;1;1;1;1;836.88;125.66;12.007.374.840.000.000;12.474.632.000.000.000;20;0;23;0.60999999999999999;0.92000000000000004;62.282.249.659.999.900;16.884.868.219.999.900;706294;84.257.429.999.999.900;22.842.389.999.999.900;955.5;11.609.529.789.999.900;184.44;73.891.779.450.000.000;99.963.179.999.999.900;12791413
175;52.327.999.999.999.900;0.052328;7;0.0051500000000000001;0.036049999999999999;0.010999999999999999;0.076999999999999999;;3;4;48.197.000.000.000.000;11.545.999.999.999.900;0;6;3;1;52.327.999.999.999.900;0.83999999999999997;43.955.000.000.000.000;0;14;31.399.999.999.999.900;14;1;1;1;1;0;0;78.082.066.689.999.900;nan;22;0;23;0.17999999999999999;0.27000000000000002;0;0;0;0;0;0;38.971.270.699.999.900;62.200.000.000.000.000;38.971.270.699.999.900;88.661.700.000.000.000;26616615
176;900;0.089999999999999997;5;0.0051500000000000001;0.025749999999999999;0.010999999999999999;0.055;;3;4;48.207.999.999.999.900;11.554;0;6;3;1;900;0.83999999999999997;756;0;9;84;9;1;1;1;1;0;0;134295840;nan;18;0;23;0.33000000000000002;0.5;31726.52;0;10576;41.969.999.999.999.900;0;13.99;65.525.513.399.999.900;104.63;65.842.778.600.000.000;87.093.600.000.000.000;19412645
177;67.622.000.000.000.000;0.067622000000000002;5;0.0051500000000000001;0.025749999999999999;0.010999999999999999;0.055;;3;4;48.207.000.000.000.000;11.553.000.000.000.000;0;6;3;1;67.622.000.000.000.000;0.83999999999999997;56.802.999.999.999.900;0;9;63.109.999.999.999.900;9;2;1;1;1;0;0;10.090.423.559.999.900;nan;20;0;23;0.14999999999999999;0.23000000000000001;0;0;0;0;0;0;33.574.906.699.999.900;53.469.999.999.999.900;33.574.906.699.999.900;59.107.600.000.000.000;15477175
178;57.854.999.999.999.900;0.057854999999999997;7;0.0051500000000000001;0.036049999999999999;0.010999999999999999;0.076999999999999999;;3;4;48.207.999.999.999.900;11.555.999.999.999.900;0;6;3;1;57.854.999.999.999.900;0.83999999999999997;48.599.000.000.000.000;0;13;37.380.000.000.000.000;13;1;2;1;1;0;0;86.330.379.829.999.900;nan;20;0;23;0.34999999999999998;0.53000000000000003;0;0;0;0;0;0;69.470.086.500.000.000;110.39;69.470.086.500.000.000;14.294.549.999.999.900;21083405
179;46.626.999.999.999.900;0.046627000000000002;7;0.0051500000000000001;0.036049999999999999;0.010999999999999999;0.076999999999999999;;3;4;48.204.000.000.000.000;11.563.000.000.000.000;0;6;3;1;46.626.999.999.999.900;0.83999999999999997;39.167.000.000.000.000;0;13;30.129.999.999.999.900;13;1;1;2;1;0;0;69.575.836.319.999.900;nan;20;0;23;0.40000000000000002;0.58999999999999997;0;0;0;0;0;0;78.340.227.000.000.000;124.86;78.340.227.000.000.000;20001.59;19282838
180;900;0.089999999999999997;15;0.0051500000000000001;0.077249999999999999;0.010999999999999999;0.16500000000000001;;3;4;48.204.000.000.000.000;11.563.000.000.000.000;0;6;3;1;900;0.83999999999999997;756;0;25;30.239.999.999.999.900;30;1;1;1;1;0;0;134295840;nan;20;0;23;0.66000000000000003;0.97999999999999998;0;0;0;0;0;0;12478850.27;19.897.999.999.999.900;12478850.27;16.506.419.999.999.900;43319630
181;16.193.000.000.000.000;0.016192999999999999;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.225.000.000.000.000;11.525;0;7;0;2;32.386.000.000.000.000;0.83999999999999997;27.204.000.000.000.000;53.649.999.999.999.900;2;13.602.000.000.000.000;2;1;1;1;1;48.623.000.000.000.000;69.370.000.000.000.000;98.711.977.650.000.000;17.766.751.000.000.000;18;0;23;0.17000000000000001;0.25;34.320.805.950.000.000;64.252.965.300.000.000;191150;126160.88;23.618.939.999.999.900;70.264.999.999.999.900;36.952.751.299.999.900;58.740.000.000.000.000;38.016.081.090.000.000;13.974.445.000.000.000;3691316
182;13.371.000.000.000.000;0.013370999999999999;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.200.000.000.000.000;11.506;0;7;0;2;26.741.000.000.000.000;0.83999999999999997;224.63;44.299.999.999.999.900;1;224.63;1;2;1;1;1;40.331.999.999.999.900;57.280.000.000.000.000;81.506.740.299.999.900;176958.69;19;0;23;0.16;0.23000000000000001;30.274.665.530.000.000;61.224.729.699.999.900;105552;13.477.570.000.000.000;27.255.810.000.000.000;46.988.999.999.999.900;35.487.591.099.999.900;56.5;33.823.424.640.000.000;150573.94;1850267
183;31.608.999.999.999.900;0.031608999999999998;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.207.000.000.000.000;11.509;0;7;0;2;63.217.999.999.999.900;0.83999999999999997;53.102.999.999.999.900;104.73;2;26.551.999.999.999.900;3;1;1;1;1;949.13;135.41;192687127.5;17.766.751.000.000.000;21;0;23;0.40000000000000002;0.59999999999999998;76.281.774.439.999.900;19.603.356.989.999.900;304498;14.364.870.999.999.900;36.915.720.000.000.000;57.340.999.999.999.900;78.262.911.100.000.000;12.456.999.999.999.900;84.108.065.549.999.900;158386.66;4239151
184;62.420.000.000.000.000;0.0062420000000000002;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.207.999.999.999.900;11.503;0;7;0;2;12.484.999.999.999.900;0.83999999999999997;104.87;20.68;1;104.87;3;1;1;1;1;187.44;26.739.999.999.999.900;38.053.659.060.000.000;17.766.751.000.000.000;19;0;23;0.040000000000000001;0.059999999999999998;14135079.41;2714685.52;280594;13.478.667.999.999.900;25.886.200.000.000.000;26.756.399.999.999.900;1416887.02;22.539.999.999.999.900;15551966.43;14.829.757.000.000.000;2326417
185;137.91;0.013790999999999999;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.197.000.000.000.000;11.550.000.000.000.000;0;7;0;2;275.81;0.83999999999999997;23.168.000.000.000.000;45.689.999.999.999.900;2;115.84;2;1;1;1;1;41.408.999.999.999.900;59.079.999.999.999.900;84.067.681.329.999.900;17.766.751.000.000.000;19;0;23;0.089999999999999997;0.13;31.652.291.170.000.000;59.371.542.999.999.900;200960;13.662.073.000.000.000;25.626.529.999.999.900;86.739.999.999.999.900;22.363.576.099.999.900;35.640.000.000.000.000;33.888.648.780.000.000;14.627.351.999.999.900;3031631
186;12.084.999.999.999.900;0.012085;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.209.000.000.000.000;11.503;0;7;0;2;24.171.000.000.000.000;0.83999999999999997;203.03;40.039.999.999.999.900;1;203.03;1;1;1;1;1;36.288.999.999.999.900;51.770.000.000.000.000;73.672.009.239.999.900;17.766.751.000.000.000;18;0;23;0.10000000000000001;0.14999999999999999;25.251.660.780.000.000;50.004.978.700.000.000;104036;12.437.403.999.999.900;24.629.349.999.999.900;51.241.999.999.999.900;25.770.755.800.000.000;41.079.999.999.999.900;27.828.736.359.999.900;13.706.710.999.999.900;1570350
187;91.579.999.999.999.900;0.0091579999999999995;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.204.999.999.999.900;11.555;0;7;0;2;183.16;0.83999999999999997;15.384.999.999.999.900;30.34;1;15.384.999.999.999.900;1;1;1;2;1;26.460.000.000.000.000;39.229.999.999.999.900;55.826.008.469.999.900;183740.22;22;0;23;0.070000000000000007;0.10000000000000001;21712678.57;59.659.161.299.999.900;111890;141128.88;38.777.489.999.999.900;72.726.999.999.999.900;19.583.378.200.000.000;31.149.999.999.999.900;23.671.016.379.999.900;15.385.776.000.000.000;1301693
188;134.09;0.013409000000000001;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.201.999.999.999.900;11.516;0;7;0;2;268.19;0.83999999999999997;225.28;44.43;2;112.64;7;1;1;1;1;40.264.999.999.999.900;57.450.000.000.000.000;81.743.755.609.999.900;17.766.751.000.000.000;20;0;23;0.17000000000000001;0.25;30727165.34;76.568.112.000.000.000;668404;136395.44;33.987.980.000.000.000;29.669.899.999.999.900;3761396.04;59.759.999.999.999.900;34.488.561.380.000.000;15.309.198.000.000.000;6274150
189;345.37;0.034536999999999998;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.198.999.999.999.900;11.507.999.999.999.900;0;7;1;2;690.75;0.83999999999999997;58.023.000.000.000.000;97.219.999.999.999.900;2;29.011.000.000.000.000;3;1;1;1;1;638.38;14.796.000.000.000.000;118378910.5;15.054.401.000.000.000;19;0;23;0.42999999999999999;0.64000000000000001;50.185.777.530.000.000;11.944.187.960.000.000;301962;86.492.899.999.999.900;20.585.259.999.999.900;52.041.999.999.999.900;83.982.763.599.999.900;13.377.000.000.000.000;58.584.053.899.999.900;100966.95;4102851
190;103.91;0.010390999999999999;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.201.999.999.999.900;Nov 56;0;7;1;2;20.781.999.999.999.900;0.83999999999999997;17.456.999.999.999.900;29.25;2;87.290.000.000.000.000;4;2;1;2;1;19.308.000.000.000.000;44.520.000.000.000.000;35.616.617.659.999.900;149904.19;20;0;23;0.11;0.16;14915291.43;46.661.374.299.999.900;397200;85.440.179.999.999.900;26729.32;22.753.099.999.999.900;26.388.945.600.000.000;42;17.554.185.989.999.900;100556.72;8886201
191;428.12;0.042812000000000003;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.198.999.999.999.900;11.507;0;7;1;2;85.624.000.000.000.000;0.83999999999999997;71.924.000.000.000.000;12.051.000.000.000.000;2;359.62;3;1;1;1;1;79.133.000.000.000.000;183.41;14.674.078.090.000.000;15.054.401.000.000.000;18;0;23;0.45000000000000001;0.67000000000000004;58.150.527.939.999.900;13265461.66;295294;80.849.960.000.000.000;18.443.720.000.000.000;410.56;86.755.620.999.999.900;13.815.000.000.000.000;66.826.090.039.999.900;92.912.089.999.999.900;5687744
192;64.200.000.000.000.000;0.0064200000000000004;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.194.000.000.000.000;11.532.999.999.999.900;0;7;1;2;12.838.999.999.999.900;0.83999999999999997;10.784.999.999.999.900;18. Jul;1;10.784.999.999.999.900;1;1;1;1;1;118.66;27. May;22.003.716.960.000.000;15.054.401.000.000.000;20;0;23;0.089999999999999997;0.14000000000000001;91.046.002.400.000.000;29.311.343.100.000.000;102842;84.419.100.000.000.000;27.177.880.000.000.000;95.357.000.000.000.000;23.789.109.399.999.900;37.939.999.999.999.900;11.483.511.189.999.900;106476.69;721052
193;56.439.999.999.999.900;0.0056439999999999997;3;0.0051500000000000001;0.01545;0.010999999999999999;0.033000000000000002;;3;4;48.216.999.999.999.900;11.536;0;7;1;2;112.88;0.83999999999999997;94.819.999.999.999.900;15.890.000.000.000.000;1;94.819.999.999.999.900;5;1;1;1;1;10.431.999.999.999.900;24.18;19.344.554.539.999.900;15.054.401.000.000.000;18;0;23;0.070000000000000007;0.10000000000000001;72.931.895.899.999.900;17.203.750.700.000.000;452014;76.916.149.999.999.900;18143.59;47.670.699.999.999.900;19.563.078.700.000.000;31.140.000.000.000.000;92.494.974.600.000.000;97.547.960.000.000.000;6058559
194;22.558.000.000.000.000;0.022558000000000002;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.210.000.000.000.000;11.539;0;7;1;2;45.116.000.000.000.000;0.83999999999999997;37.897.000.000.000.000;63.5;2;18.949.000.000.000.000;4;1;1;1;2;32.170.999.999.999.900;96.640.000.000.000.000;77.318.806.670.000.000;18.482.029.999.999.900;22;0;23;0.20000000000000001;0.28999999999999998;29.065.093.890.000.000;10747137.52;396796;76.694.970.000.000.000;28.358.810.000.000.000;1047.04;4287168.5;68.310.000.000.000.000;33.352.262.390.000.000;88.007.660.000.000.000;6886458
195;73.849.999.999.999.900;0.0073850000000000001;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.200.000.000.000.000;11.507;0;7;1;2;14.769.999.999.999.900;0.83999999999999997;12.406.999.999.999.900;20.789.999.999.999.900;2;62.030.000.000.000.000;2;1;1;2;1;136.5;31.640.000.000.000.000;25.312.070.379.999.900;15.054.401.000.000.000;21;0;23;0.040000000000000001;0.070000000000000007;10802949.43;3691372.04;210654;87.071.410.000.000.000;29.752.330.000.000.000;16.978.599.999.999.900;13.773.134.299.999.900;21.940.000.000.000.000;12.180.262.859.999.900;98.172.509.999.999.900;4255846
196;63.189.999.999.999.900;0.006319;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.201.999.999.999.900;11.561;0;7;1;2;126.38;0.83999999999999997;106.16;17.789.999.999.999.900;1;106.16;1;1;2;1;1;97.540.000.000.000.000;27. Jul;21.658.834.890.000.000;17.381.779.000.000.000;22;0;23;0.11;0.17000000000000001;82.146.110.700.000.000;32.143.432.999.999.900;105108;77.379.529.999.999.900;30.278.290.000.000.000;99.009.000.000.000.000;26.673.369.100.000.000;42.530.000.000.000.000;10.881.947.970.000.000;102505.16;1093624
197;121.84;0.012184;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.215.000.000.000.000;11.553.000.000.000.000;0;7;2;3;36.550.999.999.999.900;0.83999999999999997;30.702.999.999.999.900;66.069.999.999.999.900;3;102.34;3;1;1;1;1;45.191.000.000.000.000;52.189.999.999.999.900;69.731.313.859.999.900;138328.22;22;0;23;0.19;0.28999999999999998;33557127.82;12.268.336.300.000.000;314754;109295.92;39.958.099.999.999.900;10.251.600.000.000.000;40.414.168.900.000.000;64.530.000.000.000.000;37.598.544.710.000.000;122458.86;5055639
198;81.790.000.000.000.000;0.0081790000000000005;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.195;11.551;0;7;2;3;24.536.000.000.000.000;0.83999999999999997;20.611.000.000.000.000;44.350.000.000.000.000;1;20.611.000.000.000.000;1;1;1;1;1;30.336.000.000.000.000;35.039.999.999.999.900;46.810.474.520.000.000;138328.22;20;0;23;0.050000000000000003;0.070000000000000007;20.744.252.559.999.900;71.746.565.300.000.000;104938;10.064.650.999.999.900;34.809.839.999.999.900;50.913.999.999.999.900;15.337.863.700.000.000;24.420.000.000.000.000;22278038.93;10.808.810.000.000.000;2110877
199;233.5;0.023349999999999999;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.218.000.000.000.000;11.525;0;7;2;3;700.5;0.83999999999999997;58.841.999.999.999.900;126.62;6;98.069.999.999.999.900;8;1;1;1;1;86.608.000.000.000.000;100.03;133640157.3;138328.22;18;0;23;0.44;0.66000000000000003;55.885.187.729.999.900;13.904.121.720.000.000;776882;94975;23629.59;1320.28;85.527.677.100.000.000;136.12;64.437.955.439.999.900;109510.14;13296427
200;95.159.999.999.999.900;0.0095160000000000002;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.194.000.000.000.000;11.548.999.999.999.900;0;7;2;3;28.548.000.000.000.000;0.83999999999999997;23.980.000.000.000.000;51.600.000.000.000.000;2;11.990.000.000.000.000;4;1;1;1;1;35.295.999.999.999.900;40.770.000.000.000.000;54.462.781.210.000.000;138328.22;22;0;23;0.14999999999999999;0.22;26180113.43;94.921.759.199.999.900;417422;109174.78;39.583.720.000.000.000;1740.71;34.699.456.899.999.900;55.119.999.999.999.900;29.650.059.129.999.900;123644.95;5509106
201;236.13;0.023612999999999999;8;0.0051500000000000001;0.041200000000000001;0.010999999999999999;0.087999999999999995;;3;4;48.195.999.999.999.900;11.553.000.000.000.000;0;7;2;3;708.38;0.83999999999999997;59.503.999.999.999.900;12.803.999.999.999.900;6;99.170.000.000.000.000;15;1;2;1;2;41.168.000.000.000.000;101.16;135143725;26.352.477.000.000.000;18;0;23;0.34999999999999998;0.52000000000000002;28.302.330.109.999.900;92.508.333.100.000.000;1161188;47.563.739.999.999.900;15546.57;1951.45;68.585.020.300.000.000;109.33;35.160.832.140.000.000;59.089.860.000.000.000;17255762
202;318.13;0.031813000000000001;7;0.0051500000000000001;0.036049999999999999;0.010999999999999999;0.076999999999999999;;3;4;48.194.000.000.000.000;11.548;0;7;2;3;95.439.999.999.999.900;0.83999999999999997;80.169.000.000.000.000;17.250.999.999.999.900;9;89.079.999.999.999.900;14;1;1;1;1;1180;13.628.999.999.999.900;18.207.938.569.999.900;138328.22;20;0;23;0.28999999999999998;0.44;82.234.923.760.000.000;27.530.843.390.000.000;1416310;10.257.696.000.000.000;34.341.010.000.000.000;17.666.600.000.000.000;58.424.307.599.999.900;93.109.999.999.999.900;88.077.354.519.999.900;10.986.460.000.000.000;19302579
203;84.010.000.000.000.000;0.0084010000000000005;3;0.0051500000000000001;0.01545;0.010999999999999999;0.033000000000000002;;3;4;48.215.000.000.000.000;11.537.000.000.000.000;0;7;2;3;25.203.999.999.999.900;0.83999999999999997;21.171.000.000.000.000;45.560.000.000.000.000;2;105.86;5;1;1;2;1;30.208.999.999.999.900;35.990.000.000.000.000;48.083.966.109.999.900;14.222.629.999.999.900;22;0;23;0.12;0.17999999999999999;22.413.693.760.000.000;83.316.213.399.999.900;508206;10.586.978.999.999.900;39353.93;2400.48;2893361.04;46;25.307.054.800.000.000;119536.42;7289256
204;201.47;0.020147000000000002;7;0.0051500000000000001;0.036049999999999999;0.010999999999999999;0.076999999999999999;;3;4;48.194.000.000.000.000;11.550.000.000.000.000;0;7;2;3;60.440.999.999.999.900;0.83999999999999997;50.770.999.999.999.900;109.25;5;10.154.000.000.000.000;13;1;1;1;1;74.727.999.999.999.900;86.310.000.000.000.000;11.530.966.109.999.900;138328.22;18;0;23;0.34000000000000002;0.51000000000000001;47.876.061.549.999.900;12.047.547.029.999.900;1245872;94.298.050.000.000.000;23.729.189.999.999.900;24.539.000.000.000.000;67.491.253.600.000.000;10.731.999.999.999.900;54.625.186.909.999.900;10.759.132.000.000.000;16228284
